id,title,is_paid,price,headline,num_subscribers,avg_rating,num_reviews,num_comments,num_lectures,content_length_min,published_time,last_update_date,category,subcategory,topic,language,course_url,instructor_name,instructor_url
3195286.0,सटीक सफलता-Breakthrough Success,True,1.0,सटीक सफलताYou Will Be Learning The Ins and Outs Of Personal Success Getting Equipped With Everything You Need To Succeed,190.0,4.55,37.0,9.0,8.0,65.0,2020-06-29T14:46:12Z,2020-10-26,Personal Development,Motivation,Personal Success,Hindi,/course/breakthrough-success/,Fundoo Programming,/user/fundoo-programming/
3195170.0,Masterclass on Nutrition | Nutrition Expert,True,199.99,"Learn the basics of Nutrition Science, the role of Macronutrients & Micronutrients in the human body and healthy eating",97.0,4.3,19.0,5.0,27.0,197.0,2020-06-20T21:26:55Z,2020-06-15,Health & Fitness,Nutrition & Diet,Nutrition,English,/course/nutrition-expert/,Prerna Jadhwani,/user/prerna-jaddwani-2/
3195166.0,Selling Online: how to sell without ever being in the room.,True,189.99,Generate Sales through the internet with social selling - using LinkedIn &  Zoom to sell more without the discount.,61.0,4.7,12.0,0.0,40.0,189.0,2020-06-12T16:01:28Z,2020-06-03,Business,Sales,Sales Skills,English,/course/selling-online-how-to-sell-without-ever-being-in-the-room/,Nick Pilgrim,/user/nick-pilgrim/
3195268.0,QGİS 3.22 A dan Z ye Temel Eğitim Kursu,True,299.99,QGİS Eğitim Kursu,11.0,3.0,3.0,0.0,135.0,1382.0,2020-06-03T10:30:16Z,2022-07-16,Teaching & Academics,Online Education,QGIS,Turkish,/course/qgis-312-egitim-kursu/,Yusuf KALDIR,/user/yusuf-2483/
3195340.0,سلسة شروحات AMX بالعربي الجزء الثاني.,False,0.0,سلسة شروحات AMX بالعربي الجزء الثاني.,516.0,3.5,1.0,0.0,5.0,120.0,2020-06-08T03:37:56Z,2020-06-07,IT & Software,IT Certifications,Microcontroller,Arabic,/course/excellence_twins_amx_level_two/,ثنائي التميز السراديح,/user/thnyy-ltmyz/
3195430.0,Complete Firebase Database For Android With Real App (2021),True,19.99,Learn All About The Brand New Firebase Realtime Database By Making A Complex Notes App,13494.0,4.6,91.0,21.0,39.0,285.0,2020-06-09T02:32:39Z,2020-07-08,IT & Software,Other IT & Software,Firebase,English,/course/learn-firebase-in-android/,Bew Technologies,/user/bew-technologies/
3195276.0,(ISC)2 Systems Security Certified Practitioner (SSCP) Exam,True,19.99,6 Full Length Practice Exams with 1050 Unique Questions from (ISC)2 Systems Security Certified Practitioner (SSCP) Exam,28.0,0.0,0.0,0.0,0.0,0.0,2020-06-02T10:17:49Z,2020-11-11,IT & Software,IT Certifications,SSCP - Systems Security Certified Practitioner,English,/course/systems-security-certified-practitioner-sscp/,CARTPASSION (OPC) PRIVATE LIMITED,/user/it-support-672/
3195402.0,How to Enjoy Stress-free Dog Walks - The LIVE seminar,True,189.99,How to go from stressed out dog walker to safe,491.0,3.65,37.0,18.0,14.0,84.0,2020-07-23T03:43:25Z,2020-06-11,Lifestyle,Pet Care & Training,Dog Walking,English,/course/how-to-enjoy-stress-free-dog-walks-the-live-seminar/,Dom Hodgson,/user/dom-hodgson-2/
3195426.0,How to change your life in one hour?,True,29.99,Fastest way to change your life in the shortest time,1.0,5.0,1.0,1.0,5.0,89.0,2020-06-23T01:28:09Z,2020-06-02,Personal Development,Personal Transformation,Personal Development,English,/course/how-to-change-your-life-in-one-hour/,Tewanothai Tommy,/user/tewanothai-tommy/
3195446.0,Narcissistic Behaviour & Relationships: PSYCHOLOGY Cert,True,199.99,"Accredited course on Narcissistic Personality Disorder & Toxic Relationships, Forms of Abuse, Personality Disorders",1313.0,4.759259,315.0,97.0,29.0,270.0,2020-06-08T19:24:22Z,2020-11-29,Teaching & Academics,Humanities,Toxic Relationship Coping,English,/course/narcissistic-relationships/,"Elmira Strange, MPhil, Dip",/user/elmira-strange/
3195484.0,Homeopathy-Lemna Minor medicine picture - respiratory issues,True,3.0,learn homeopathic medicine lemna minor for respiratory troubles and whole picture of lemna minor,21.0,4.35,10.0,8.0,18.0,45.0,2020-06-14T01:33:57Z,2022-03-04,Health & Fitness,General Health,Homeopathy,English,/course/learn-homeopathy-lemna-minor-medicine-for-respiratory-issues/,Dr. Garima Asati,/user/dr-garima-asati/
3195670.0,Tapping Into Massive Clarity (7-Day EFT Program),False,0.0,Easy learn + apply the powerful Emotional Freedom Technique,1608.0,4.55,26.0,8.0,8.0,72.0,2020-06-14T22:37:58Z,2020-06-02,Personal Development,Personal Transformation,Stress Management,English,/course/tapping-into-massive-clarity-7-day-eft-program/,Lilly Beyond,/user/natalie-thonhauser-rohrich/
3195622.0,R. Curso completo de R para Data Science y Machine Learning,True,199.99,"Aprende a programar en R, el lenguaje para Data Science, Machine Learning y visualización de datos. Aprende R desde cero",11874.0,4.40566,390.0,95.0,89.0,440.0,2020-06-07T00:08:04Z,2022-10-02,Development,Data Science,Data Science,Spanish,/course/master-en-data-science-y-machine-learning-con-r-y-rstudio/,Redait Media,/user/redait-media/
3195150.0,Crea tu Libro de Autor para Arquitectos e Interioristas,True,19.99,"Diseña, Maqueta y Publica  tu Propio Libro de Autor con tus Diseños, Obras y Proyectos de Arquitectura e Interiorismo",3144.0,4.1,17.0,1.0,49.0,337.0,2020-06-08T02:42:18Z,2022-09-02,Marketing,Branding,Interior Design,Spanish,/course/crea-tu-libro-de-autor-para-arquitectos-e-interioristas/,Lucía Fernández,/user/lucia-fernandez-galarza/
3195502.0,Master The Get-Up,True,84.99,"Learn functional movement patterns and perform those with just bodyweight, kettlebell, or a dumbbell",159.0,4.75,25.0,15.0,40.0,184.0,2020-06-08T02:09:29Z,2021-11-06,Health & Fitness,Fitness,Fitness,English,/course/master-the-get-up/,Taco Fleur,/user/taco-fleur/
3195840.0,International Relations Theory: Liberalism,True,79.99,"Learn liberalism: university-level, all key authors, human rights, democratic peace, institutions, soft power, examples!",245.0,4.75,34.0,7.0,54.0,258.0,2020-06-15T16:34:38Z,2021-01-04,Teaching & Academics,Social Science,International Relations,English,/course/international-relations-theory-liberalism/,"Kamil Zwolski, PhD",/user/kamil-zwolski/
3195544.0,Excel any Java Interview with basics,True,19.99,your success is one step ahead,0.0,0.0,0.0,0.0,31.0,118.0,2020-06-14T21:26:17Z,2020-06-06,Development,Programming Languages,Java,English,/course/excel-any-java-interview-with-basics/,Jenny Trainer,/user/dave-3193/
3195706.0,"MB-400, MB-600 Practice Exams",True,19.99,MB-400:Microsoft Power Apps + Dynamics 365 Developer | MB-600:Microsoft Dynamics 365 + Power Platform Solution Architect,71.0,3.375,8.0,2.0,0.0,0.0,2020-06-02T21:58:58Z,2022-04-03,IT & Software,IT Certifications,Microsoft Certification,English,/course/mb-400-microsoft-power-apps-dynamics-365-developer/,Test Prep Expert,/user/test-prep-expert/
3195768.0,Skuteczny szef,True,299.99,Jak wspierać podwładnych i utrzymać ich efektywność w trudnych sytuacjach,62.0,4.35,12.0,1.0,5.0,71.0,2020-08-27T10:55:08Z,2020-08-25,Business,Management,Manager Training,Polish,/course/skuteczny-szef/,Videopoint Grupa Helion,/user/videopoint/
3195792.0,MS Project - Essencial,True,79.9,Planejamento de obras,73.0,4.4,25.0,5.0,12.0,88.0,2020-06-10T15:36:11Z,2020-06-02,Teaching & Academics,Engineering,Microsoft Project,Portuguese,/course/ms-project-essencial/,Bruno Almeida Souza,/user/bruno-almeida-souza/
3195974.0,Python | básico em 1 hora e meia,True,79.9,Aprenda os fundamentos em um dia!,33.0,4.35,15.0,4.0,18.0,87.0,2020-06-06T11:23:36Z,2020-06-02,IT & Software,Other IT & Software,Python,Portuguese,/course/python-basico-em-1-hora-e-meia/,Thiago Taglialegna Salles,/user/thiago-taglialegna-salles/
3196040.0,Systems Innovation Training,True,59.99,"Learn all the ideas, methods and tools you need to become a systems innovator with this 17-week online crash course",22.0,1.5,1.0,1.0,21.0,879.0,2021-01-21T23:30:31Z,2021-10-01,Design,Other Design,Systems Thinking,English,/course/systems-innovation-training/,Systems Innovation,/user/fotonlabs/
