id,title,is_paid,price,headline,num_subscribers,avg_rating,num_reviews,num_comments,num_lectures,content_length_min,published_time,last_update_date,category,subcategory,topic,language,course_url,instructor_name,instructor_url
812342.0,Curso de Node JS,True,19.99,Aplicações WEB,186.0,3.5,55.0,21.0,28.0,139.0,2016-08-03T15:56:01Z,2016-08-12,Development,Web Development,Node.Js,Portuguese,/course/curso-de-node-js/,Hugo Vasconcelos,/user/hugo-vasconcelos/
812372.0,"Complete Instagram Domination Course: How I Got 50,000 fans!",True,189.99,Learn How To Dominate The World's Hottest Photo Sharing App! See how I converted 40k+ followers into sales - no outlay.,16248.0,3.15,457.0,126.0,23.0,111.0,2016-04-06T18:55:34Z,2016-08-03,Marketing,Social Media Marketing,Instagram Marketing,English,/course/instagramdomination/,Suppoman ™,/user/michaelsuppo/
812428.0,Facebook Social Media Sales Success,True,24.99,"How to Use Social Sites, like Facebook, Twitter and LinkedIn, to Grow Your Business",43250.0,3.8,267.0,69.0,20.0,58.0,2016-05-10T03:55:35Z,2016-05-10,Marketing,Social Media Marketing,Social Media Marketing,English,/course/facebook-social-media/,Scott Paton,/user/scottpaton/
812466.0,Meditation Made Easy - The Step by Step Guide,True,149.99,"Learn how to meditate & live a happier more enjoyable life, with less stress, more relaxation, & increased vitality",1169.0,4.9,124.0,50.0,71.0,312.0,2016-07-07T19:17:18Z,2021-07-25,Health & Fitness,Meditation,Meditation,English,/course/meditation-made-easy-the-step-by-step-guide/,Karl Jeffery,/user/karljeffery/
812548.0,C# Orientado a Objetos - Sistema Vendas,True,19.99,Criando um Sistema de Vendas com Banco SQL,1272.0,3.7,394.0,124.0,71.0,402.0,2016-08-04T00:11:07Z,2016-08-31,IT & Software,Other IT & Software,C#,Portuguese,/course/c-orientado-a-objetos-sistema-vendas/,Hugo Vasconcelos,/user/hugo-vasconcelos/
812488.0,Learn to Speak: Conversational German - German for Beginners,True,24.99,"Learn to Speak German like a PRO, with the emphasis on the spoken language and no tricky grammar to worry about!",175.0,4.05,20.0,1.0,19.0,210.0,2016-11-23T15:04:13Z,2016-11-23,Teaching & Academics,Language Learning,German Language,English,/course/learngerman/,Scott McElroy,/user/scottmcelroy/
812402.0,一套用到底的文字編輯器 Atom,False,0.0,在選擇文字編輯器時，專業度、好上手、多樣套件通常是選擇的要點，而且最好要好看且具有設計感；在這些複雜的要求下， Atom 滿足了這些需求，且在開源的加持下，豐富的套件也不斷湧出。,5221.0,4.3,424.0,62.0,23.0,133.0,2016-04-11T18:10:34Z,2017-07-09,Development,Web Development,Code Editor,Traditional Chinese,/course/atom-hexschool/,卡斯伯 六角學院,/user/wang-zhi-cheng-2/
812556.0,Mobile App Design in Sencha Ext JS From Scratch,True,159.99,Learn to build cross-platform iOS and Android apps in HTML/CSS/JavaScript with Sencha Touch Framework.,543.0,4.35,96.0,35.0,87.0,542.0,2016-05-10T18:56:27Z,2022-03-20,Development,Mobile Development,Sencha Touch,English,/course/sencha-touch/,Fettah Ben,/user/fettah/
812588.0,The Complete jQuery Course: From Beginner To Advanced!,True,199.99,"Use jQuery to create stunning animations, provide fast feedback forms, handle all user events and perform Ajax calls.",34522.0,4.4847326,6840.0,906.0,51.0,365.0,2016-05-26T19:10:29Z,2018-06-13,Development,Web Development,jQuery,English,/course/jquery-tutorial/,Joe Parys,/user/josephparys/
812694.0,An Intro to Software Testing: Ultimate Guide for Testers,True,29.99,"Learn software testing basics. Introduction to the process, bugs, different lifecycles, test strategy & planning.",5649.0,4.1,309.0,41.0,28.0,93.0,2016-04-05T19:21:30Z,2016-04-05,Development,Software Testing,Software Testing,English,/course/software-testing-guide/,Fareed Raja,/user/fareedraja/
812586.0,Risk Management Professional: Prep for the PMI-RMP Exam,True,199.99,The official Risk Management Professional training that you need for the PMI-RMP exam,2343.0,4.65,535.0,152.0,99.0,864.0,2016-04-28T21:58:41Z,2022-08-19,Business,Project Management,PMI-RMP,English,/course/pmi-rmp-fahad-saadah/,Fahad Saadah,/user/fahad-saadah/
812774.0,Teoría musical Vol. 1,True,39.99,Conociendo la terminología básica desde cero.,1104.0,4.7,188.0,73.0,21.0,65.0,2016-05-06T04:48:35Z,2020-09-13,Music,Music Fundamentals,Music Theory,Spanish,/course/teoria-musical-introduccion/,Ilse Lozoya,/user/ilse-margarita-lozoya-delgado/
812602.0,Piano Lessons For Beginners,True,94.99,Learn To Play The Piano In Just 30 Minutes Per Week!  Practice Videos Included.,74.0,3.95,11.0,3.0,50.0,235.0,2016-04-12T19:38:48Z,2019-02-13,Music,Instruments,Piano,English,/course/the-music-coach-online-piano-lesson-program/,Todd Porter,/user/todd-porter-2/
812616.0,Save on Your Taxes,True,19.99,Simple Strategies to Save Your Money That Your Accountant Forgot To Tell You,8263.0,3.85,47.0,15.0,23.0,75.0,2016-11-16T17:38:38Z,2016-11-20,Finance & Accounting,Taxes,Tax Preparation,English,/course/save-on-your-taxes/,Scott Paton,/user/scottpaton/
812798.0,Value Investing and Stock Market Fundamentals,True,189.99,The Simplest Way to Get Rich is Through Value Investing in Stocks,1131.0,3.65,25.0,9.0,19.0,225.0,2016-04-07T18:10:31Z,2021-11-23,Finance & Accounting,Investing & Trading,Value Investing,English,/course/value-investing-and-stock-market-fundamentals/,Greg Vanderford,/user/gregvanderford/
812668.0,Photoshop and Photography Digital Art Compositing Course,True,49.99,Learn Adobe Photoshop CC and photography by designing levitation digital art composites from four photoshoots.,56958.0,4.75,472.0,105.0,38.0,216.0,2017-04-25T16:14:43Z,2020-05-02,Photography & Video,Digital Photography,Photography,English,/course/photography-photoshop-course/,"Chad Neuman, Ph.D.",/user/chadneuman/
812706.0,Music Theory Vol.I : Basic Terminology,True,39.99,Understanding the Basics,5268.0,4.15,121.0,36.0,20.0,59.0,2016-05-06T19:30:23Z,2020-03-19,Music,Music Fundamentals,Music Theory,English,/course/music-theory-introduction/,Ilse Lozoya,/user/ilse-margarita-lozoya-delgado/
812610.0,Trumpet Lessons For Beginners,True,94.99,Learn To Play The Trumpet In Just 30 Minutes Per Week!  Practice Videos Included.,250.0,3.6,47.0,11.0,35.0,143.0,2016-04-06T20:04:46Z,2019-02-13,Music,Instruments,Trumpet,English,/course/the-music-coach-online-trumpet-lesson-program/,Todd Porter,/user/todd-porter-2/
812912.0,More Thai Cooking Recipes with Chef Kae,True,19.99,Chef Kae's 3rd and largest Thai cooking course with some special surprises and dishes!,1150.0,4.4,10.0,2.0,9.0,107.0,2016-08-29T17:43:25Z,2016-08-28,Lifestyle,Food & Beverage,Thai Cooking,English,/course/more-thai-cooking-recipes-chef-kae/,Kae Alexander,/user/kaealexander2/
812964.0,Google AdWords كيف تنشئ  حمله اعلانيه علي جوجل,True,19.99,كيفية استخدام برنامج جوجل ادورد فى إنشاء حملة اعلانية على محرك البحث جوجل,9.0,3.0,2.0,0.0,8.0,53.0,2016-04-06T19:46:45Z,2016-11-23,Marketing,Paid Advertising,Google Ads (Adwords),Arabic,/course/google-adwords-t/,Waleed Abbas,/user/emarketing-egypt/
